From,To
Q9DBH0,O00308
Q9EPK5,Q9GZV5
Q9DCD2,Q9HCS7
Q5NBU8,Q6GPH4
O35426,P17861
P47993,P47992
P47993,Q9UBD3
Q9R0M1,P46094
Q00519,P47989
Q60989,P98170
O70373,Q702N8
Q4U4S6,A4UGR9
,
Q9QXY7,P51811
Q5GH67,Q5GH76
Q5GH66,Q6UX68
E9Q6C8,Q5GH73
Q5GH64,Q5GH72
Q8C0T0,Q9H6D3
Q5GH62,Q5GH70
Q5GH68,Q6PP77
Q64267,P23025
P51612,Q01831
Q6P1B1,Q9NQW7
B1AVD1,O43895
B7ZMP1,Q9NQH7
Q6P5F9,O14980
Q9ESJ0,Q9C0E2
Q924C1,Q9HAV4
Q924Z6,Q96QU8
Q9EPK7,Q9UIA9
Q9CRT8,O43592
Q9Z0U0,Q9UBH6
Q60596,P18887
Q9CX47,O43543
Q9CXE6,O43542
Q924T3,Q13426
P27641,P13010
P23475,P12956
P97789,Q8IZH2
Q9DBR1,Q9H0D6
Q3U3V8,Q6P2D8
Q3U4G3,Q8NBI6
Q3TNA1,O75191
Q811B1,Q86Y38
Q9EPL0,Q9H1B5
Q9DAY6,Q9NRH1
Q99LW6,Q8IY57
P46938,P46937
Q91WQ3,P54577
Q8BYL4,Q9Y2Z4
Q8CAV0,P58557
P62960,P67809
Q9Z2C8,Q9Y2T7
Q9JKB3,P16989
Q14BV6,A8MPS7
Q3TUF7,Q9ULM3
Q9CR11,O95619
Q04736,P07947
Q91XB7,O95070
Q9CX30,Q5BJH7
Q91VU1,Q9Y548
Q99LP8,Q9BWQ6
Q3UDR8,Q9GZM5
Q8C407,Q9BSR8
Q9EQQ2,Q969M3
Q8BR70,Q96EC8
Q9JIM5,Q8N8F6
F6W8I0,A6XGL0
Q9D6J3,Q9BW85
Q9D516,P13994
Q9CQW1,O15498
Q9R0I7,P49750
O88967,Q96TA2
Q8CB27,Q5VVQ6
Q9ESC7,O60688
Q65Z95,Q96QA6
P61237,P61236
Q65Z93,Q96NS1
P62700,P62699
Q3U5F4,Q86U90
E9Q5K9,Q96MU7
B2RR83,Q9H6S0
P59326,Q9BYJ9
Q91YT7,Q9Y5A9
Q8BYK6,Q7Z739
Q9CQV8,P31946
P62259,P62258
P61982,P61981
P68510,Q04917
P68254,P27348
,P27348
P63101,P63104
Q00899,P25490
Q9DB00,Q9H869
Q3TTC2,O15391
O88799,Q9Y493
P43404,P43403
Q80SU3,Q86SH2
C3VD30,A6NP61
Q0P5X5,A8MT70
Q9D0L1,Q96IU2
Q80WQ9,O75132
B2RPU8,Q49AG3
D2EAC2,P86452
Q9QY24,Q9NZI8
Q91VL9,Q9Y2K1
E9Q8X5,Q96DT7
G5E8B9,O95625
Q9Z150,Q9Y330
Q08376,O43829
Q3UQ17,Q05516
Q60821,Q13105
Q9WUK6,Q99592
Q3V3W4,Q8N680
Q8K0L9,Q9HC78
E9Q444,Q9ULJ3
Q9Z0G7,O15209
Q80X44,O43167
G3UW50,P24278
Q8C8S0,Q9HCK0
Q91X45,Q9H5J0
Q9JKD9,Q9Y2Y4
Q8BN78,Q86T24
A2ATY4,Q8NCN2
Q8C3U9,Q5TC79
Q3LR78,Q8NAP3
Q6PDK0,O15060
Q5F293,Q9P1Z0
Q6PCS8,Q9NUA8
Q811F1,Q5SVQ8
Q811H0,B2RXF5
Q9DAI4,O43298
Q8R0A2,Q8NCP5
Q52KG4,Q96K62
Q8BID6,Q86UZ6
E9PZ11,Q9UFB7
Q1H9T6,P10074
Q8BXX2,Q6ZSB9
Q7TQG0,O15062
Q8K088,Q15916
O88939,O95365
Q64321,O15156
Q8VCZ7,A1YPR0
Q9CWH1,Q96BR9
Q8CII0,Q8NAP8
Q505B7,Q8IWT0
Q8CDC7,Q96C00
Q8BJH1,Q96GY0
Q9D534,Q5TFG8
Q8CCG1,Q53FD0
Q8R205,Q96K80
Q6NZF1,O75152
Q6NZF1,A0A1B0GTU1
Q5D1E7,Q5D1E8
G3X9I7,Q5HYM0
Q5DTV4,Q9C0D7
Q8BIY3,A2A288
E9Q784,Q5T200
Q8BJ05,Q6PJT7
Q3TIV5,Q8WU90
Q0P678,Q86VM9
Q8CHP0,Q8IXZ2
Q6ZPZ3,Q9UPT8
Q8BYK8,P61129
E9PWW6,Q8IWR0
F8VPP8,Q9UGR2
Q9JJ48,Q8N5P1
Q3UPF5,Q7Z2W4
Q8BFR1,Q96H79
Q80YV2,Q86WB0
Q68FG0,Q9NQZ6
Q9CX48,Q8TBK6
Q9CZA5,Q6PEW1
Q8VD24,Q6PEW1
Q9D548,Q8WW36
Q8VIG0,Q8WYQ9
Q9ESX4,Q9NP64
Q9CZA5,P0CG32
Q8VD24,P0CG32
Q69ZB8,Q9C0B9
B2RVL6,Q8N2G6
Q8BPK2,Q9NUD5
Q8BKW4,Q9H5U6
B1AX39,Q8N3Z6
Q9CYA6,Q6NZY4
Q8R1J3,Q8N567
Q9CZ96,Q8TBF4
Q6IR42,Q9H0M4
Q08EN7,Q504Y3
Q5SS00,Q9HCK1
Q8R0N9,Q8WTX9
Q14AK4,Q9H8X9
Q14AK4,P0C7U3
Q8VC90,Q96GR4
Q9CWU2,Q8IUH4
Q8BQQ1,Q8IZN3
Q8BGJ0,Q96MV8
Q9ESG8,Q969W1
Q80TN5,Q8IUH5
Q5Y5T2,Q9NUE0
Q810M5,Q8WVZ1
P59267,Q9UIJ5
Q5Y5T1,Q5W0Z9
Q9D270,Q8IVQ6
A0PK84,Q8N966
Q5Y5T3,Q8IYP9
Q6IR37,Q6UX98
Q8R173,Q9NYG2
Q9D6H5,Q9NPG8
Q8VDZ4,Q9C0B5
Q9CPV7,Q9H6R6
Q91WU6,Q9NXF8
Q5Y5T5,Q9ULC8
P59268,Q9Y397
Q64318,P37275
Q8C8I9,
Q9R0G7,O60315
Q80ZJ6,Q7Z7L7
Q8BFR6,Q8TCF1
Q9JII7,Q8N6M9
Q91X58,Q8WV99
Q497H0,Q9H8U3
D3Z3C6,Q86XD8
O88878,O76080
Q9DCH6,Q6FIF0
Q3V494,
Q7TS63,Q9P243
B2RT41,O60293
Q2MHN3,Q9C0A1
Q61329,Q15911
Q9JJN2,Q86UP3
P08042,Q6P2D0
P10755,Q9HCL3
P08043,Q6ZN57
P10078,Q8NHY6
Q8BLB0,Q96NJ6
Q60585,Q9Y2G7
P22893,P26651
P23950,Q07352
P23949,P47974
P17141,Q9Y6Q3
Q02526,Q8N8Y5
P22227,Q96MM3
Q8C6P8,Q9NU63
Q8C827,Q8NB50
Q99KE8,Q9NTW7
A2A761,Q49AA0
Q6P9Y7,Q8N141
Q61967,Q8TF47
Q62511,Q96JP5
Q62396,A6NM28
Q9DB43,O95159
O35615,Q8IX07
Q8CCH7,Q8WW38
O88532,Q96KR1
E9Q5M4,Q9UPR6
Q4VA45,C9JLR9
P0DW87,P0DTL6
P23607,P17010
P17012,P17010
P23607,P08048
P17012,P08048
Q810J8,Q9HBF4
Q80U44,Q7Z3T8
Q9DAZ9,Q96K21
Q8VCM3,Q9BQ24
Q5DU37,Q68DK2
Q3TXX3,Q5T4F4
Q6ZPK7,Q9HCC9
A2A8R0,O95405
Q8K0C5,O60844
P15501,Q96DA0
Q3TUY3,Q96DA0
Q1WG82,P0C6A0
Q8VDM1,Q8N5A5
Q0VGT4,Q86YA3
P70121,Q9UKY1
Q9D2X8,Q96EF9
Q8C0C0,Q9Y6X8
Q8C0Q2,Q9H4I2
P46684,Q15915
Q62520,O95409
Q62521,O60481
Q61467,Q8N9L1
Q7TQ40,Q96T25
Q80YP6,Q3SY52
Q8BGS3,P17029
G3X952,Q63HK3
Q91VW9,Q9BRR0
Q5SZT6,Q9BRR0
Q91VW9,Q969J2
Q5SZT6,Q969J2
Q9Z1D8,Q9Y2L8
E9PVW1,Q9P0L1
Q8BSL0,Q15776
Q3V0C1,Q5H9K5
Q9CPW7,Q96NC0
O54836,Q9HA38
Q8BZ94,Q9H898
Q9CQR5,Q9UDW3
Q6P1E1,Q9ULJ6
Q8CIE2,Q8NF64
Q80W54,O75844
Q3TJB1,Q5SVZ6
Q9CU65,Q9UBW7
Q9JLM4,Q14202
A2A791,Q5VZL5
Q3U2E2,Q9UJ78
Q8BS54,O95789
Q99ML0,O75800
Q8R5C8,Q15326
A2BGJ5,Q9H0C1
Q8C0R7,Q9H091
Q9CQG3,Q96E35
A2A484,Q9ULU4
O88466,Q9H2Y7
G3X9T2,Q9UII5
Q4QQP3,Q9UII5
Q80VN4,Q9UII5
B8JJX8,Q9UII5
Q9DC47,Q9UII5
Q0VAW7,Q9UJU3
A0A087WRJ1,Q03924
D3Z5L4,Q03924
Q8BG98,Q03924
A0A087WNP5,Q03924
A2ART4,Q03924
A2AU83,Q03924
Q8BHI0,Q03924
A2ART4,Q03924
A2AW67,Q03924
Q8CFP2,Q03924
A2ART0,Q03924
A2ARW8,Q03924
A2ARR7,Q03924
,Q03924
A2ART4,Q03924
A2ARX0,Q03924
A2ARW3,Q03924
D3Z5Y8,Q03924
,Q03924
A2ART4,Q03924
A2ART4,Q03924
,Q03924
A0A1W2P6H7,Q03924
,Q03924
A0A087WPN2,Q03924
A0A1B0GRI9,Q03924
A2ART4,Q03924
A2ART4,Q03924
A0A087WNP5,Q03924
A2ART0,Q03924
,Q03924
Q7M6Y1,Q03924
P10751,Q03924
P10076,Q03924
Q7M6W8,Q03924
Q7M6Y0,Q03924
A0A0J9YUD4,Q03924
A2AQA0,Q03924
Q7M6X9,Q03924
B2RUK9,Q03924
L7N1X4,Q03924
P16372,Q03924
Q8BIN6,Q03924
Q91WM0,Q03924
F8VPP0,Q03924
E9PXJ4,Q03924
Q0VFY0,Q03924
Q8BHK4,Q03924
Q7TMC9,Q03924
Q6PGD2,Q03924
Q8K2A4,Q03924
Q8BX23,Q03924
Q7M6X2,Q03924
A0A1D5RM15,Q03924
E9QAG8,Q03924
Q3ULA8,Q03924
A2ANU7,Q03924
A0A0U1RQ46,Q03924
Q99LG7,Q03924
A2ART2,Q03924
A2ART2,Q03924
Q08BU3,Q03924
A2BFG8,Q03924
Q6NVD6,Q03924
E9Q981,Q03924
L7N208,Q03924
K7N769,Q03924
Q7TSI0,P17014
A2AW66,Q15973
,Q15973
Q8BP18,Q15973
Q8VC29,Q15973
B8JJZ7,Q15973
E9Q4R4,Q15973
B0V2W4,Q15973
Q8K3J5,P52739
E9Q2M4,P52737
A0A087WRJ1,P17017
D3Z5L4,P17017
Q8BG98,P17017
A0A087WNP5,P17017
A2ART4,P17017
A2AU83,P17017
Q8BHI0,P17017
A2ART4,P17017
A2AW67,P17017
Q8CFP2,P17017
A2ART0,P17017
A2ARW8,P17017
A2ARR7,P17017
,P17017
A2ART4,P17017
A2ARX0,P17017
A2ARW3,P17017
D3Z5Y8,P17017
,P17017
A2ART4,P17017
A2ART4,P17017
,P17017
A0A1W2P6H7,P17017
,P17017
A0A087WPN2,P17017
A0A1B0GRI9,P17017
A2ART4,P17017
A2ART4,P17017
A0A087WNP5,P17017
A2ART0,P17017
,P17017
Q7M6Y1,P17017
P10751,P17017
P10076,P17017
Q7M6W8,P17017
Q7M6Y0,P17017
A0A0J9YUD4,P17017
A2AQA0,P17017
Q7M6X9,P17017
B2RUK9,P17017
L7N1X4,P17017
P16372,P17017
Q8BIN6,P17017
Q91WM0,P17017
F8VPP0,P17017
E9PXJ4,P17017
Q0VFY0,P17017
Q8BHK4,P17017
Q7TMC9,P17017
Q6PGD2,P17017
Q8K2A4,P17017
Q8BX23,P17017
Q7M6X2,P17017
A0A1D5RM15,P17017
E9QAG8,P17017
Q3ULA8,P17017
A2ANU7,P17017
A0A0U1RQ46,P17017
Q99LG7,P17017
A2ART2,P17017
A2ART2,P17017
Q08BU3,P17017
A2BFG8,P17017
Q6NVD6,P17017
E9Q981,P17017
L7N208,P17017
K7N769,P17017
G5E869,P52746
O70230,P52747
Q8BQN6,Q15072
Q61624,Q9UQR1
A0A087WRJ1,P51786
D3Z5L4,P51786
Q8BG98,P51786
A0A087WNP5,P51786
A2ART4,P51786
A2AU83,P51786
Q8BHI0,P51786
A2ART4,P51786
A2AW67,P51786
Q8CFP2,P51786
A2ART0,P51786
A2ARW8,P51786
A2ARR7,P51786
,P51786
A2ART4,P51786
A2ARX0,P51786
A2ARW3,P51786
D3Z5Y8,P51786
,P51786
A2ART4,P51786
A2ART4,P51786
,P51786
A0A1W2P6H7,P51786
,P51786
A0A087WPN2,P51786
A0A1B0GRI9,P51786
A2ART4,P51786
A2ART4,P51786
A0A087WNP5,P51786
A2ART0,P51786
,P51786
Q7M6Y1,P51786
P10751,P51786
P10076,P51786
Q7M6W8,P51786
Q7M6Y0,P51786
A0A0J9YUD4,P51786
A2AQA0,P51786
Q7M6X9,P51786
B2RUK9,P51786
L7N1X4,P51786
P16372,P51786
Q8BIN6,P51786
Q91WM0,P51786
F8VPP0,P51786
E9PXJ4,P51786
Q0VFY0,P51786
Q8BHK4,P51786
Q7TMC9,P51786
Q6PGD2,P51786
Q8K2A4,P51786
Q8BX23,P51786
Q7M6X2,P51786
A0A1D5RM15,P51786
E9QAG8,P51786
Q3ULA8,P51786
A2ANU7,P51786
A0A0U1RQ46,P51786
Q99LG7,P51786
A2ART2,P51786
A2ART2,P51786
Q08BU3,P51786
A2BFG8,P51786
Q6NVD6,P51786
E9Q981,P51786
L7N208,P51786
K7N769,P51786
,Q9HCG1
A2AWF2,Q9HCG1
E9Q459,Q9HCG1
B1ASQ7,Q9HCG1
A2A7A1,Q9HCG1
A2A7V0,Q9HCG1
A2A799,Q9HCG1
A2A9J5,Q9HCG1
A2A8V7,Q9HCG1
A2A7A2,Q9HCG1
A2A7A5,Q9HCG1
Q32P14,Q9HCG1
Q8R1N3,Q9HCG1
B1ASD8,Q9HCG1
E9Q3R6,Q14929
A0A087WRJ1,P17021
D3Z5L4,P17021
Q8BG98,P17021
A0A087WNP5,P17021
A2ART4,P17021
A2AU83,P17021
Q8BHI0,P17021
A2ART4,P17021
A2AW67,P17021
Q8CFP2,P17021
A2ART0,P17021
A2ARW8,P17021
A2ARR7,P17021
,P17021
A2ART4,P17021
A2ARX0,P17021
A2ARW3,P17021
D3Z5Y8,P17021
,P17021
A2ART4,P17021
A2ART4,P17021
,P17021
A0A1W2P6H7,P17021
,P17021
A0A087WPN2,P17021
A0A1B0GRI9,P17021
A2ART4,P17021
A2ART4,P17021
A0A087WNP5,P17021
A2ART0,P17021
,P17021
Q7M6Y1,P17021
P10751,P17021
P10076,P17021
Q7M6W8,P17021
Q7M6Y0,P17021
A0A0J9YUD4,P17021
A2AQA0,P17021
Q7M6X9,P17021
B2RUK9,P17021
L7N1X4,P17021
P16372,P17021
Q8BIN6,P17021
Q91WM0,P17021
F8VPP0,P17021
E9PXJ4,P17021
Q0VFY0,P17021
Q8BHK4,P17021
Q7TMC9,P17021
Q6PGD2,P17021
Q8K2A4,P17021
Q8BX23,P17021
Q7M6X2,P17021
A0A1D5RM15,P17021
E9QAG8,P17021
Q3ULA8,P17021
A2ANU7,P17021
A0A0U1RQ46,P17021
Q99LG7,P17021
A2ART2,P17021
A2ART2,P17021
Q08BU3,P17021
A2BFG8,P17021
Q6NVD6,P17021
E9Q981,P17021
L7N208,P17021
K7N769,P17021
B9EJW5,Q15697
Q5PPQ4,Q9Y473
G3X9T1,Q9Y473
Q80V81,Q9Y473
Q810A1,P17022
Q6NZI9,Q9UJW8
Q6P560,P17025
Q7TSH9,Q99676
Q62394,O15231
Q8BKP2,O75820
Q8BIQ3,Q9BSG1
A0A087WRJ1,P58317
D3Z5L4,P58317
Q8BG98,P58317
A0A087WNP5,P58317
A2ART4,P58317
A2AU83,P58317
Q8BHI0,P58317
A2ART4,P58317
A2AW67,P58317
Q8CFP2,P58317
A2ART0,P58317
A2ARW8,P58317
A2ARR7,P58317
,P58317
A2ART4,P58317
A2ARX0,P58317
A2ARW3,P58317
D3Z5Y8,P58317
,P58317
A2ART4,P58317
A2ART4,P58317
,P58317
A0A1W2P6H7,P58317
,P58317
A0A087WPN2,P58317
A0A1B0GRI9,P58317
A2ART4,P58317
A2ART4,P58317
A0A087WNP5,P58317
A2ART0,P58317
,P58317
Q7M6Y1,P58317
P10751,P58317
P10076,P58317
Q7M6W8,P58317
Q7M6Y0,P58317
A0A0J9YUD4,P58317
A2AQA0,P58317
Q7M6X9,P58317
B2RUK9,P58317
L7N1X4,P58317
P16372,P58317
Q8BIN6,P58317
Q91WM0,P58317
F8VPP0,P58317
E9PXJ4,P58317
Q0VFY0,P58317
Q8BHK4,P58317
Q7TMC9,P58317
Q6PGD2,P58317
Q8K2A4,P58317
Q8BX23,P58317
Q7M6X2,P58317
A0A1D5RM15,P58317
E9QAG8,P58317
Q3ULA8,P58317
A2ANU7,P58317
A0A0U1RQ46,P58317
Q99LG7,P58317
A2ART2,P58317
A2ART2,P58317
Q08BU3,P58317
A2BFG8,P58317
Q6NVD6,P58317
E9Q981,P58317
L7N208,P58317
K7N769,P58317
Q8C879,O95125
P10754,O95201
Q9JMD0,O43670
G3X9T2,O43345
Q4QQP3,O43345
Q80VN4,O43345
B8JJX8,O43345
Q9DC47,O43345
G3X8R7,Q9UDV6
E9QAW0,O14771
Q3U0X6,O75362
Q6IQX8,Q9P2Y4
Q9ERU3,P17026
A0A087WRJ1,Q9UK13
D3Z5L4,Q9UK13
Q8BG98,Q9UK13
A0A087WNP5,Q9UK13
A2ART4,Q9UK13
A2AU83,Q9UK13
Q8BHI0,Q9UK13
A2ART4,Q9UK13
A2AW67,Q9UK13
Q8CFP2,Q9UK13
A2ART0,Q9UK13
A2ARW8,Q9UK13
A2ARR7,Q9UK13
,Q9UK13
A2ART4,Q9UK13
A2ARX0,Q9UK13
A2ARW3,Q9UK13
D3Z5Y8,Q9UK13
,Q9UK13
A2ART4,Q9UK13
A2ART4,Q9UK13
,Q9UK13
A0A1W2P6H7,Q9UK13
,Q9UK13
A0A087WPN2,Q9UK13
A0A1B0GRI9,Q9UK13
A2ART4,Q9UK13
A2ART4,Q9UK13
A0A087WNP5,Q9UK13
A2ART0,Q9UK13
,Q9UK13
Q7M6Y1,Q9UK13
P10751,Q9UK13
P10076,Q9UK13
Q7M6W8,Q9UK13
Q7M6Y0,Q9UK13
A0A0J9YUD4,Q9UK13
A2AQA0,Q9UK13
Q7M6X9,Q9UK13
B2RUK9,Q9UK13
L7N1X4,Q9UK13
P16372,Q9UK13
Q8BIN6,Q9UK13
Q91WM0,Q9UK13
F8VPP0,Q9UK13
E9PXJ4,Q9UK13
Q0VFY0,Q9UK13
Q8BHK4,Q9UK13
Q7TMC9,Q9UK13
Q6PGD2,Q9UK13
Q8K2A4,Q9UK13
Q8BX23,Q9UK13
Q7M6X2,Q9UK13
A0A1D5RM15,Q9UK13
E9QAG8,Q9UK13
Q3ULA8,Q9UK13
A2ANU7,Q9UK13
A0A0U1RQ46,Q9UK13
Q99LG7,Q9UK13
A2ART2,Q9UK13
A2ART2,Q9UK13
Q08BU3,Q9UK13
A2BFG8,Q9UK13
Q6NVD6,Q9UK13
E9Q981,Q9UK13
L7N208,Q9UK13
K7N769,Q9UK13
Q9R164,Q9NYT6
Q923D1,Q9NYT6
A0A1D5RMC2,P17027
A0A087WRJ1,Q14588
D3Z5L4,Q14588
Q8BG98,Q14588
A0A087WNP5,Q14588
A2ART4,Q14588
A2AU83,Q14588
Q8BHI0,Q14588
A2ART4,Q14588
A2AW67,Q14588
Q8CFP2,Q14588
A2ART0,Q14588
A2ARW8,Q14588
A2ARR7,Q14588
,Q14588
A2ART4,Q14588
A2ARX0,Q14588
A2ARW3,Q14588
D3Z5Y8,Q14588
,Q14588
A2ART4,Q14588
A2ART4,Q14588
,Q14588
A0A1W2P6H7,Q14588
,Q14588
A0A087WPN2,Q14588
A0A1B0GRI9,Q14588
A2ART4,Q14588
A2ART4,Q14588
A0A087WNP5,Q14588
A2ART0,Q14588
,Q14588
Q7M6Y1,Q14588
P10751,Q14588
P10076,Q14588
Q7M6W8,Q14588
Q7M6Y0,Q14588
A0A0J9YUD4,Q14588
A2AQA0,Q14588
Q7M6X9,Q14588
B2RUK9,Q14588
L7N1X4,Q14588
P16372,Q14588
Q8BIN6,Q14588
Q91WM0,Q14588
F8VPP0,Q14588
E9PXJ4,Q14588
Q0VFY0,Q14588
Q8BHK4,Q14588
Q7TMC9,Q14588
Q6PGD2,Q14588
Q8K2A4,Q14588
Q8BX23,Q14588
Q7M6X2,Q14588
A0A1D5RM15,Q14588
E9QAG8,Q14588
Q3ULA8,Q14588
A2ANU7,Q14588
A0A0U1RQ46,Q14588
Q99LG7,Q14588
A2ART2,Q14588
A2ART2,Q14588
Q08BU3,Q14588
A2BFG8,Q14588
Q6NVD6,Q14588
E9Q981,Q14588
L7N208,Q14588
K7N769,Q14588
E9Q8I5,Q14590
Q499D5,Q14590
Q61116,Q14590
S4R299,Q9UL36
P24399,Q16600
Q91VN1,P17028
Q640N4,Q8NDW4
Q8BIS1,P17030
Q7TNU6,P15622
Q6PCX8,Q9BRH9
Q91W94,O75346
A0A087WRJ1,O75437
D3Z5L4,O75437
Q8BG98,O75437
A0A087WNP5,O75437
A2ART4,O75437
A2AU83,O75437
Q8BHI0,O75437
A2ART4,O75437
A2AW67,O75437
Q8CFP2,O75437
A2ART0,O75437
A2ARW8,O75437
A2ARR7,O75437
,O75437
A2ART4,O75437
A2ARX0,O75437
A2ARW3,O75437
D3Z5Y8,O75437
,O75437
A2ART4,O75437
A2ART4,O75437
,O75437
A0A1W2P6H7,O75437
,O75437
A0A087WPN2,O75437
A0A1B0GRI9,O75437
A2ART4,O75437
A2ART4,O75437
A0A087WNP5,O75437
A2ART0,O75437
,O75437
Q7M6Y1,O75437
P10751,O75437
P10076,O75437
Q7M6W8,O75437
Q7M6Y0,O75437
A0A0J9YUD4,O75437
A2AQA0,O75437
Q7M6X9,O75437
B2RUK9,O75437
L7N1X4,O75437
P16372,O75437
Q8BIN6,O75437
Q91WM0,O75437
F8VPP0,O75437
E9PXJ4,O75437
Q0VFY0,O75437
Q8BHK4,O75437
Q7TMC9,O75437
Q6PGD2,O75437
Q8K2A4,O75437
Q8BX23,O75437
Q7M6X2,O75437
A0A1D5RM15,O75437
E9QAG8,O75437
Q3ULA8,O75437
A2ANU7,O75437
A0A0U1RQ46,O75437
Q99LG7,O75437
A2ART2,O75437
A2ART2,O75437
Q08BU3,O75437
A2BFG8,O75437
Q6NVD6,O75437
E9Q981,O75437
L7N208,O75437
K7N769,O75437
Q62513,Q3ZCT1
Q8CF60,O14978
E9Q2S7,Q14584
A0A0G2JEM5,Q14586
,Q14587
A2AWF2,Q14587
E9Q459,Q14587
B1ASQ7,Q14587
A2A7A1,Q14587
A2A7V0,Q14587
A2A799,Q14587
A2A9J5,Q14587
A2A8V7,Q14587
A2A7A2,Q14587
A2A7A5,Q14587
Q32P14,Q14587
Q8R1N3,Q14587
B1ASD8,Q14587
Q923B3,Q96GC6
Q921B4,Q96GC6
G3X904,Q9NSD4
Q8CE64,Q8N554
E9Q6D6,Q9NRM2
A0A087WRJ1,P17035
D3Z5L4,P17035
Q8BG98,P17035
A0A087WNP5,P17035
A2ART4,P17035
A2AU83,P17035
Q8BHI0,P17035
A2ART4,P17035
A2AW67,P17035
Q8CFP2,P17035
A2ART0,P17035
A2ARW8,P17035
A2ARR7,P17035
,P17035
A2ART4,P17035
A2ARX0,P17035
A2ARW3,P17035
D3Z5Y8,P17035
,P17035
A2ART4,P17035
A2ART4,P17035
,P17035
A0A1W2P6H7,P17035
,P17035
A0A087WPN2,P17035
A0A1B0GRI9,P17035
A2ART4,P17035
A2ART4,P17035
A0A087WNP5,P17035
A2ART0,P17035
,P17035
Q7M6Y1,P17035
P10751,P17035
P10076,P17035
Q7M6W8,P17035
Q7M6Y0,P17035
A0A0J9YUD4,P17035
A2AQA0,P17035
Q7M6X9,P17035
B2RUK9,P17035
L7N1X4,P17035
P16372,P17035
Q8BIN6,P17035
Q91WM0,P17035
F8VPP0,P17035
E9PXJ4,P17035
Q0VFY0,P17035
Q8BHK4,P17035
Q7TMC9,P17035
Q6PGD2,P17035
Q8K2A4,P17035
Q8BX23,P17035
Q7M6X2,P17035
A0A1D5RM15,P17035
E9QAG8,P17035
Q3ULA8,P17035
A2ANU7,P17035
A0A0U1RQ46,P17035
Q99LG7,P17035
A2ART2,P17035
A2ART2,P17035
Q08BU3,P17035
A2BFG8,P17035
Q6NVD6,P17035
E9Q981,P17035
L7N208,P17035
K7N769,P17035
Q505F4,Q86YH2
Q6P3Y5,Q8ND82
Q68FE8,Q6N043
Q99LI5,Q9Y2X9
E9PVC2,Q9UDV7
A0A087WRJ1,Q2VY69
D3Z5L4,Q2VY69
Q8BG98,Q2VY69
A0A087WNP5,Q2VY69
A2ART4,Q2VY69
A2AU83,Q2VY69
Q8BHI0,Q2VY69
A2ART4,Q2VY69
A2AW67,Q2VY69
Q8CFP2,Q2VY69
A2ART0,Q2VY69
A2ARW8,Q2VY69
A2ARR7,Q2VY69
,Q2VY69
A2ART4,Q2VY69
A2ARX0,Q2VY69
A2ARW3,Q2VY69
D3Z5Y8,Q2VY69
,Q2VY69
A2ART4,Q2VY69
A2ART4,Q2VY69
,Q2VY69
A0A1W2P6H7,Q2VY69
,Q2VY69
A0A087WPN2,Q2VY69
A0A1B0GRI9,Q2VY69
A2ART4,Q2VY69
A2ART4,Q2VY69
A0A087WNP5,Q2VY69
A2ART0,Q2VY69
,Q2VY69
Q7M6Y1,Q2VY69
P10751,Q2VY69
P10076,Q2VY69
Q7M6W8,Q2VY69
Q7M6Y0,Q2VY69
A0A0J9YUD4,Q2VY69
A2AQA0,Q2VY69
Q7M6X9,Q2VY69
B2RUK9,Q2VY69
L7N1X4,Q2VY69
P16372,Q2VY69
Q8BIN6,Q2VY69
Q91WM0,Q2VY69
F8VPP0,Q2VY69
E9PXJ4,Q2VY69
Q0VFY0,Q2VY69
Q8BHK4,Q2VY69
Q7TMC9,Q2VY69
Q6PGD2,Q2VY69
Q8K2A4,Q2VY69
Q8BX23,Q2VY69
Q7M6X2,Q2VY69
A0A1D5RM15,Q2VY69
E9QAG8,Q2VY69
Q3ULA8,Q2VY69
A2ANU7,Q2VY69
A0A0U1RQ46,Q2VY69
Q99LG7,Q2VY69
A2ART2,Q2VY69
A2ART2,Q2VY69
Q08BU3,Q2VY69
A2BFG8,Q2VY69
Q6NVD6,Q2VY69
E9Q981,Q2VY69
L7N208,Q2VY69
K7N769,Q2VY69
Q8C0E6,Q9HBT8
Q8C0E6,P0CG31
Q9EQB9,Q9HBT7
Q9Z2U2,O60281
E9Q6W4,Q8WUU4
Q8C689,P17036
Q6PEP4,Q96RE9
E9QAA1,Q96RE9
Q14DI0,Q96RE9
A2A8Q4,Q96RE9
Q6PGE4,A6NFI3
Q8C0Q5,Q96PQ6
Q99PP2,Q5VUA4
Q9ERR8,Q9P2F9
Q80V23,P17041
Q8BZ89,Q6U7Q0
Q78F42,O75467
Q78F42,Q6AW86
O88291,Q5BKZ1
Q6GQR8,Q86UD4
Q922H9,Q9Y3S2
A2A4U6,Q9HCZ1
A2A5K6,Q9H4Z2
Q6PGC9,Q9BYN7
Q9R0B7,Q9UL40
,Q96SE7
A2AWF2,Q96SE7
E9Q459,Q96SE7
B1ASQ7,Q96SE7
A2A7A1,Q96SE7
A2A7V0,Q96SE7
A2A799,Q96SE7
A2A9J5,Q96SE7
A2A8V7,Q96SE7
A2A7A2,Q96SE7
A2A7A5,Q96SE7
Q32P14,Q96SE7
Q8R1N3,Q96SE7
B1ASD8,Q96SE7
G3X9I0,P13682
Q61751,O60765
Q9QXT9,Q96LW1
Q571J5,Q86Y25
E9Q8M1,Q9NW07
B1ASA5,Q5T0B9
Q8BG89,Q70YC5
